,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
0,Robert MacLean,"Trials of a gigolo, https://t.co/ZRB2uvgk0V. Girls in love, https://t.co/2nV1hkGL6d. The Elon of Cinemah, https://t.co/3MqYfkt1hO. James Bond, https://t.co/zLTy6Az993.","Athens, Greece",False,2022-06-23 17:47:03,"@JohnIbbitson The President’s Palm Reader, https://t.co/eAF0tu8Cit
The Marquis de Sade, https://t.co/RZ5EGrCJNJ
Girls in love, https://t.co/Fosw9FNaut
James Bond, https://t.co/BQGvOjVQsn
The Elon of Cinemah, https://t.co/vbXT5MpIJN
Robert MacLean, https://t.co/peYbdd9vsI",,Twitter Web App,0
1,Robert MacLean,"Trials of a gigolo, https://t.co/ZRB2uvgk0V. Girls in love, https://t.co/2nV1hkGL6d. The Elon of Cinemah, https://t.co/3MqYfkt1hO. James Bond, https://t.co/zLTy6Az993.","Athens, Greece",False,2022-06-23 17:45:16,"@TianaTheFirst The President’s Palm Reader, https://t.co/eAF0tu8Cit
The Marquis de Sade, https://t.co/RZ5EGrCJNJ
Girls in love, https://t.co/Fosw9FNaut
James Bond, https://t.co/BQGvOjVQsn
The Elon of Cinemah, https://t.co/vbXT5MpIJN
Robert MacLean, https://t.co/peYbdd9vsI",,Twitter Web App,0
2,Robert MacLean,"Trials of a gigolo, https://t.co/ZRB2uvgk0V. Girls in love, https://t.co/2nV1hkGL6d. The Elon of Cinemah, https://t.co/3MqYfkt1hO. James Bond, https://t.co/zLTy6Az993.","Athens, Greece",False,2022-06-23 17:39:06,"@peteHegseth3 The President’s Palm Reader, https://t.co/eAF0tu8Cit
The Marquis de Sade, https://t.co/RZ5EGrCJNJ
Girls in love, https://t.co/Fosw9FNaut
James Bond, https://t.co/BQGvOjVQsn
The Elon of Cinemah, https://t.co/vbXT5MpIJN
Robert MacLean, https://t.co/peYbdd9vsI",,Twitter Web App,0
3,Robert MacLean,"Trials of a gigolo, https://t.co/ZRB2uvgk0V. Girls in love, https://t.co/2nV1hkGL6d. The Elon of Cinemah, https://t.co/3MqYfkt1hO. James Bond, https://t.co/zLTy6Az993.","Athens, Greece",False,2022-06-22 13:24:50,"@RobertFife The President’s Palm Reader, https://t.co/eAF0tu8Cit
The Marquis de Sade, https://t.co/RZ5EGrCJNJ
Girls in love, https://t.co/Fosw9FNaut
James Bond, https://t.co/BQGvOjVQsn
The Elon of Cinemah, https://t.co/vbXT5MpIJN
Robert MacLean, https://t.co/peYbdd9vsI",,Twitter Web App,0
4,Robert MacLean,"Trials of a gigolo, https://t.co/ZRB2uvgk0V. Girls in love, https://t.co/2nV1hkGL6d. The Elon of Cinemah, https://t.co/3MqYfkt1hO. James Bond, https://t.co/zLTy6Az993.","Athens, Greece",False,2022-06-22 13:13:53,"@Tim_Bousquet The President’s Palm Reader, https://t.co/eAF0tu8Cit
The Marquis de Sade, https://t.co/RZ5EGrCJNJ
Girls in love, https://t.co/Fosw9FNaut
James Bond, https://t.co/BQGvOjVQsn
The Elon of Cinemah, https://t.co/vbXT5MpIJN
Robert MacLean, https://t.co/peYbdd9vsI",,Twitter Web App,0
5,mitesh parikh🇮🇳,Liberal who hates Libtards/ Leftist  ideology. Dream to see Nation attaining old glory. Learner of ancient knowledge and wisdom,Ahmedabad,False,2022-06-22 12:07:57,"@punitbansal14 @unseenvalue  No one talks abt it but very high use of Palm oil + increased eating out+ rat race stress+ increased consumption if Junk non indian food like Pizzas,Burgers etc...",,Twitter for Android,0
6,𝐃𝐈𝐎,"𝒖𝒏𝒅𝒆𝒓 𝒃𝒍𝒖𝒆 𝒎𝒐𝒐𝒏, 𝑰 𝒔𝒂𝒘 𝒚𝒐𝒖 | mv ms | mdni |#DesertPersephone",he/they,False,2022-06-22 04:56:52,"Dio glanced at her, cradling his hand in his lap for a minute. She was a stranger, but she also didn't seem liie a rat.

""I punched a guy in the face,"" he said, returning his hand to her, palm up, pentagram tattoo visable. ""He was groping one of my friends."" https://t.co/YoZNttFz0J",,Twitter for Android,0
7,astro 🍊🪐🔞,"| nsfw acct, 18+ | she/her, 28 💜 | hozier voice: Homesick Baby, An Album | https://t.co/gxHcqa2et7…",astronicht on ao3,False,2022-06-21 21:03:59,"i grew up near prairies (they exist in FL too -- swamp prairies baby! we have buffalo, we have wild horses, we have the cabbage palm rat. biodiversity win) and can confirm they need to burn every year, partly bc that's how ppl managed the land for idk a few millennia.",,Twitter Web App,0
8,Robert MacLean,"Trials of a gigolo, https://t.co/ZRB2uvgk0V. Girls in love, https://t.co/2nV1hkGL6d. The Elon of Cinemah, https://t.co/3MqYfkt1hO. James Bond, https://t.co/zLTy6Az993.","Athens, Greece",False,2022-06-21 13:33:59,"@IleTabakov Wow.
The President’s Palm Reader, https://t.co/eAF0tu8Cit
The Marquis de Sade, https://t.co/RZ5EGrCJNJ
Girls in love, https://t.co/Fosw9FNaut
James Bond, https://t.co/BQGvOjVQsn
The Elon of Cinemah, https://t.co/vbXT5MpIJN
Robert MacLean, https://t.co/peYbdd9vsI",,Twitter Web App,0
9,Robert MacLean,"Trials of a gigolo, https://t.co/ZRB2uvgk0V. Girls in love, https://t.co/2nV1hkGL6d. The Elon of Cinemah, https://t.co/3MqYfkt1hO. James Bond, https://t.co/zLTy6Az993.","Athens, Greece",False,2022-06-21 13:33:43,"@LichTamara Wow.
The President’s Palm Reader, https://t.co/eAF0tu8Cit
The Marquis de Sade, https://t.co/RZ5EGrCJNJ
Girls in love, https://t.co/Fosw9FNaut
James Bond, https://t.co/BQGvOjVQsn
The Elon of Cinemah, https://t.co/vbXT5MpIJN
Robert MacLean, https://t.co/peYbdd9vsI",,Twitter Web App,0
